Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Fare_log
0,3,0.0,9.0,4,2,31.275,2.0,3.442819056352975
0,3,0.0,11.0,4,2,31.275,2.0,3.442819056352975
1,2,1.0,32.0,1,0,26.0,2.0,3.258096538021482
0,1,1.0,50.0,1,0,106.425,0.0,4.667440511714216
0,1,1.0,64.0,0,0,26.0,2.0,3.258096538021482
1,2,0.0,19.0,1,0,26.0,2.0,3.258096538021482
0,3,1.0,33.0,1,1,20.525,2.0,3.021643655338492
1,2,1.0,8.0,1,1,36.75,2.0,3.6041382256588457
1,1,1.0,17.0,0,2,110.8833,0.0,4.708478296903478
0,2,1.0,27.0,0,0,26.0,2.0,3.258096538021482
1,3,1.0,22.0,0,0,7.225,0.0,1.9775472339984959
1,3,0.0,22.0,0,0,7.775,2.0,2.0509134580652977
0,1,1.0,62.0,0,0,26.55,2.0,3.279029747687948
1,1,0.0,48.0,1,0,39.6,0.0,3.6788291182604347
1,1,0.0,39.0,1,1,79.65,2.0,4.3776420363560575
1,3,0.0,36.0,1,0,17.4,2.0,2.856470206220483
0,3,1.0,40.0,0,0,7.8958,2.0,2.0663309725297405
0,2,1.0,28.0,0,0,13.5,2.0,2.6026896854443837
0,3,1.0,24.0,2,0,24.15,2.0,3.184284380098582
0,3,1.0,19.0,0,0,7.8958,2.0,2.0663309725297405
0,3,0.0,29.0,0,4,21.075,2.0,3.048087503887919
1,3,1.0,32.0,0,0,7.8542,2.0,2.061048420562944
1,2,1.0,62.0,0,0,10.5,2.0,2.3513752571634776
1,1,0.0,53.0,2,0,51.4792,2.0,3.9411778425916384
1,1,1.0,36.0,0,0,26.3875,2.0,3.272890413174439
0,3,1.0,16.0,0,0,8.05,2.0,2.0856720914304723
0,3,1.0,19.0,0,0,14.5,2.0,2.6741486494265287
1,2,0.0,34.0,0,0,13.0,2.0,2.5649493574615367
1,1,0.0,39.0,1,0,55.9,2.0,4.023564380161053
1,3,1.0,32.0,0,0,7.925,2.0,2.0700223197633445
1,2,0.0,25.0,1,1,30.0,2.0,3.4011973816621555
1,1,0.0,39.0,1,1,110.8833,0.0,4.708478296903478
0,2,1.0,54.0,0,0,26.0,2.0,3.258096538021482
0,1,1.0,36.0,0,0,40.125,0.0,3.69199958145018
1,1,0.0,18.0,0,2,79.65,2.0,4.3776420363560575
0,2,1.0,47.0,0,0,15.0,2.0,2.70805020110221
1,1,1.0,60.0,1,1,79.2,0.0,4.37197629882038
0,3,1.0,22.0,0,0,8.05,2.0,2.0856720914304723
0,3,1.0,35.0,0,0,7.125,2.0,1.9636097261547143
1,1,0.0,52.0,1,0,78.2667,0.0,4.3601222251801195
0,3,1.0,47.0,0,0,7.25,2.0,1.9810014688665833
0,2,1.0,37.0,1,0,26.0,2.0,3.258096538021482
0,3,1.0,36.0,1,1,24.15,2.0,3.184284380098582
1,1,1.0,49.0,1,0,56.9292,0.0,4.041808390519271
1,2,0.0,24.0,2,1,27.0,2.0,3.295836866004329
0,3,1.0,44.0,0,0,8.05,2.0,2.0856720914304723
1,1,1.0,35.0,0,0,26.55,0.0,3.279029747687948
0,3,1.0,36.0,1,0,15.55,2.0,2.744060638625243
0,3,1.0,30.0,0,0,7.8958,2.0,2.0663309725297405
1,1,1.0,27.0,0,0,30.5,2.0,3.417726683613366
1,2,0.0,22.0,1,2,41.5792,0.0,3.7276000422255353
1,1,0.0,40.0,0,0,153.4625,2.0,5.033456237506958
0,3,0.0,39.0,1,5,31.275,2.0,3.442819056352975
0,3,1.0,35.0,0,0,8.05,2.0,2.0856720914304723
1,2,0.0,24.0,1,2,65.0,2.0,4.174387269895637
0,3,1.0,34.0,1,1,14.4,2.0,2.667228206581955
0,3,0.0,26.0,1,0,16.1,2.0,2.7788192719904172
1,2,0.0,4.0,2,1,39.0,2.0,3.6635616461296463
0,2,1.0,26.0,0,0,10.5,2.0,2.3513752571634776
0,3,1.0,27.0,1,0,14.4542,0.0,2.6709850297651974
1,1,1.0,42.0,1,0,52.5542,2.0,3.961845018011234
1,3,1.0,20.0,1,1,15.7417,0.0,2.7563132422397203
0,3,1.0,21.0,0,0,7.8542,2.0,2.061048420562944
0,3,1.0,21.0,0,0,16.1,2.0,2.7788192719904172
0,1,1.0,61.0,0,0,32.3208,2.0,3.4757109858218045
0,2,1.0,57.0,0,0,12.35,1.0,2.513656063073986
1,1,0.0,21.0,0,0,77.9583,2.0,4.356174068347218
0,3,1.0,26.0,0,0,7.8958,2.0,2.0663309725297405
1,1,1.0,80.0,0,0,30.0,2.0,3.4011973816621555
0,3,1.0,51.0,0,0,7.0542,2.0,1.9536231841196134
1,1,1.0,32.0,0,0,30.5,0.0,3.417726683613366
0,3,0.0,9.0,3,2,27.9,2.0,3.32862668882732
1,2,0.0,28.0,0,0,13.0,2.0,2.5649493574615367
0,3,1.0,32.0,0,0,7.925,2.0,2.0700223197633445
0,2,1.0,31.0,1,1,26.25,2.0,3.2676659890376327
0,3,0.0,41.0,0,5,39.6875,2.0,3.6810362766529106
0,3,1.0,20.0,0,0,7.8542,2.0,2.061048420562944
1,1,0.0,24.0,0,0,69.3,0.0,4.238444906195857
0,3,0.0,2.0,3,2,27.9,2.0,3.32862668882732
1,3,0.0,0.75,2,1,19.2583,0.0,2.957942136638392
1,1,1.0,48.0,1,0,76.7292,0.0,4.340282339965535
0,3,1.0,19.0,0,0,7.8958,2.0,2.0663309725297405
1,1,1.0,56.0,0,0,35.5,0.0,3.56953269648137
1,3,0.0,23.0,0,0,7.55,2.0,2.0215475632609334
1,2,0.0,18.0,0,1,23.0,2.0,3.1354942159291497
0,3,1.0,21.0,0,0,8.4333,2.0,2.132188154488383
0,3,0.0,18.0,0,0,6.75,1.0,1.9095425048844386
0,2,1.0,24.0,2,0,73.5,2.0,4.297285406218791
0,3,0.0,32.0,1,1,15.5,1.0,2.740840023925201
0,2,1.0,23.0,0,0,13.0,2.0,2.5649493574615367
0,1,1.0,58.0,0,2,113.275,0.0,4.729818490553202
1,1,1.0,50.0,2,0,133.65,2.0,4.895224442584928
0,3,1.0,40.0,0,0,7.225,0.0,1.9775472339984959
0,1,1.0,47.0,0,0,25.5875,2.0,3.2421039509874077
0,3,1.0,36.0,0,0,7.4958,2.0,2.0143428636837015
1,3,1.0,20.0,1,0,7.925,2.0,2.0700223197633445
0,2,1.0,32.0,2,0,73.5,2.0,4.297285406218791
0,2,1.0,25.0,0,0,13.0,2.0,2.5649493574615367
0,3,1.0,43.0,0,0,8.05,2.0,2.0856720914304723
1,2,0.0,40.0,1,1,39.0,2.0,3.6635616461296463
0,1,1.0,31.0,1,0,52.0,2.0,3.9512437185814275
0,2,1.0,70.0,0,0,10.5,2.0,2.3513752571634776
1,2,1.0,31.0,0,0,13.0,2.0,2.5649493574615367
0,3,1.0,18.0,0,0,7.775,2.0,2.0509134580652977
0,3,1.0,24.5,0,0,8.05,2.0,2.0856720914304723
1,3,0.0,18.0,0,0,9.8417,2.0,2.286628460369784
0,3,0.0,43.0,1,6,46.9,2.0,3.8480176754522337
1,1,1.0,27.0,0,0,76.7292,0.0,4.340282339965535
0,3,1.0,20.0,0,0,9.225,2.0,2.221917189926591
0,3,1.0,14.0,5,2,46.9,2.0,3.8480176754522337
0,2,1.0,60.0,1,1,39.0,2.0,3.6635616461296463
0,2,1.0,25.0,1,2,41.5792,0.0,3.7276000422255353
0,3,1.0,14.0,4,1,39.6875,2.0,3.6810362766529106
0,3,1.0,19.0,0,0,10.1708,2.0,2.319520869700248
0,3,1.0,18.0,0,0,7.7958,2.0,2.0535851271346086
1,1,0.0,15.0,0,1,211.3375,2.0,5.353456381663085
1,1,1.0,31.0,1,0,57.0,2.0,4.04305126783455
1,3,0.0,4.0,0,1,13.4167,0.0,2.5965001996654262
0,3,1.0,25.0,0,0,7.225,0.0,1.9775472339984959
0,1,1.0,60.0,0,0,26.55,2.0,3.279029747687948
0,2,1.0,52.0,0,0,13.5,2.0,2.6026896854443837
0,3,1.0,44.0,0,0,8.05,2.0,2.0856720914304723
0,1,1.0,49.0,1,1,110.8833,0.0,4.708478296903478
0,3,1.0,42.0,0,0,7.65,2.0,2.0347056478384444
1,1,0.0,18.0,1,0,227.525,0.0,5.427260122463419
1,1,1.0,35.0,0,0,26.2875,2.0,3.2690935410288184
0,3,0.0,18.0,0,1,14.4542,0.0,2.6709850297651974
0,3,1.0,25.0,0,0,7.7417,1.0,2.046621301727582
0,3,1.0,26.0,1,0,7.8542,2.0,2.061048420562944
0,2,1.0,39.0,0,0,26.0,2.0,3.258096538021482
1,2,0.0,45.0,0,0,13.5,2.0,2.6026896854443837
1,1,1.0,42.0,0,0,26.2875,2.0,3.2690935410288184
1,1,0.0,22.0,0,0,151.55,2.0,5.020915603503812
1,1,0.0,24.0,0,0,49.5042,0.0,3.902057514460064
1,1,1.0,48.0,1,0,52.0,2.0,3.9512437185814275
0,3,1.0,29.0,0,0,9.4833,2.0,2.2495323569595644
0,2,1.0,52.0,0,0,13.0,2.0,2.5649493574615367
0,3,1.0,19.0,0,0,7.65,2.0,2.0347056478384444
1,1,0.0,38.0,0,0,227.525,0.0,5.427260122463419
1,2,0.0,27.0,0,0,10.5,2.0,2.3513752571634776
0,3,1.0,33.0,0,0,7.775,2.0,2.0509134580652977
1,2,0.0,6.0,0,1,33.0,2.0,3.4965075614664802
0,3,1.0,17.0,1,0,7.0542,2.0,1.9536231841196134
0,2,1.0,34.0,0,0,13.0,2.0,2.5649493574615367
0,2,1.0,50.0,0,0,13.0,2.0,2.5649493574615367
1,1,1.0,27.0,1,0,53.1,2.0,3.9721769282478934
0,3,1.0,20.0,0,0,8.6625,2.0,2.1590033645160216
1,2,0.0,30.0,3,0,21.0,2.0,3.044522437723423
0,2,1.0,25.0,1,0,26.0,2.0,3.258096538021482
0,3,0.0,25.0,1,0,7.925,2.0,2.0700223197633445
1,1,0.0,29.0,0,0,211.3375,2.0,5.353456381663085
0,3,1.0,11.0,0,0,18.7875,0.0,2.933191755079093
0,2,1.0,23.0,0,0,13.0,2.0,2.5649493574615367
0,2,1.0,23.0,0,0,13.0,2.0,2.5649493574615367
0,3,1.0,28.5,0,0,16.1,2.0,2.7788192719904172
0,3,0.0,48.0,1,3,34.375,2.0,3.5373295559867355
0,1,1.0,36.0,1,0,78.85,2.0,4.367547313409047
1,1,0.0,21.0,2,2,262.375,0.0,5.569774778140797
0,3,1.0,24.0,1,0,16.1,2.0,2.7788192719904172
1,3,1.0,31.0,0,0,7.925,2.0,2.0700223197633445
0,1,1.0,70.0,1,1,71.0,2.0,4.2626798770413155
0,3,1.0,16.0,1,1,20.25,2.0,3.0081547935525483
1,2,0.0,30.0,0,0,13.0,2.0,2.5649493574615367
0,1,1.0,19.0,1,0,53.1,2.0,3.9721769282478934
0,3,1.0,31.0,0,0,7.75,1.0,2.0476928433652555
1,2,0.0,4.0,1,1,23.0,2.0,3.1354942159291497
1,3,1.0,6.0,0,1,12.475,2.0,2.5237266416375825
0,3,1.0,33.0,0,0,9.5,2.0,2.2512917986064953
0,3,1.0,23.0,0,0,7.8958,2.0,2.0663309725297405
1,2,0.0,48.0,1,2,65.0,2.0,4.174387269895637
1,2,1.0,0.67,1,1,14.5,2.0,2.6741486494265287
0,3,1.0,28.0,0,0,7.7958,2.0,2.0535851271346086
0,2,1.0,18.0,0,0,11.5,2.0,2.4423470353692043
0,3,1.0,34.0,0,0,8.05,2.0,2.0856720914304723
1,1,0.0,33.0,0,0,86.5,2.0,4.460144413937834
0,3,1.0,41.0,0,0,7.125,2.0,1.9636097261547143
1,3,1.0,20.0,0,0,7.2292,0.0,1.9781283799793465
1,1,0.0,36.0,1,2,120.0,2.0,4.787491742782046
0,3,1.0,16.0,0,0,7.775,2.0,2.0509134580652977
1,1,0.0,51.0,1,0,77.9583,2.0,4.356174068347218
0,3,0.0,30.5,0,0,7.75,1.0,2.0476928433652555
0,3,1.0,32.0,0,0,8.3625,2.0,2.1237574254543468
0,3,1.0,24.0,0,0,9.5,2.0,2.2512917986064953
0,3,1.0,48.0,0,0,7.8542,2.0,2.061048420562944
0,2,0.0,57.0,0,0,10.5,2.0,2.3513752571634776
1,2,0.0,54.0,1,3,23.0,2.0,3.1354942159291497
0,3,1.0,18.0,0,0,7.75,2.0,2.0476928433652555
1,3,0.0,5.0,0,0,12.475,2.0,2.5237266416375825
1,1,0.0,43.0,0,1,211.3375,2.0,5.353456381663085
1,3,0.0,13.0,0,0,7.2292,0.0,1.9781283799793465
1,1,0.0,17.0,1,0,57.0,2.0,4.04305126783455
0,1,1.0,29.0,0,0,30.0,2.0,3.4011973816621555
0,3,1.0,25.0,0,0,7.05,2.0,1.9530276168241774
0,3,1.0,25.0,0,0,7.25,2.0,1.9810014688665833
1,3,0.0,18.0,0,0,7.4958,2.0,2.0143428636837015
0,3,1.0,8.0,4,1,29.125,1.0,3.371596911885865
1,3,1.0,1.0,1,2,20.575,2.0,3.0240767465631335
0,1,1.0,46.0,0,0,79.2,0.0,4.37197629882038
0,2,1.0,16.0,0,0,26.0,2.0,3.258096538021482
0,3,1.0,25.0,0,0,7.8958,2.0,2.0663309725297405
0,2,1.0,39.0,0,0,13.0,2.0,2.5649493574615367
1,1,0.0,49.0,0,0,25.9292,2.0,3.255369746779992
1,3,0.0,31.0,0,0,8.6833,2.0,2.161401640752305
0,3,1.0,30.0,0,0,7.2292,0.0,1.9781283799793465
0,3,0.0,30.0,1,1,24.15,2.0,3.184284380098582
0,2,1.0,34.0,0,0,13.0,2.0,2.5649493574615367
1,2,0.0,31.0,1,1,26.25,2.0,3.2676659890376327
1,1,1.0,11.0,1,2,120.0,2.0,4.787491742782046
1,3,1.0,0.42,0,1,8.5167,0.0,2.1420289418682694
1,3,1.0,27.0,0,0,6.975,2.0,1.9423323277074294
0,3,1.0,31.0,0,0,7.775,2.0,2.0509134580652977
0,3,0.0,18.0,0,0,7.775,2.0,2.0509134580652977
0,2,1.0,39.0,0,0,13.0,2.0,2.5649493574615367
1,1,0.0,33.0,1,0,53.1,2.0,3.9721769282478934
0,3,1.0,26.0,0,0,7.8875,2.0,2.0652792278673315
0,3,1.0,39.0,0,0,24.15,2.0,3.184284380098582
0,2,1.0,35.0,0,0,10.5,2.0,2.3513752571634776
0,3,0.0,6.0,4,2,31.275,2.0,3.442819056352975
0,3,1.0,30.5,0,0,8.05,2.0,2.0856720914304723
0,3,0.0,23.0,0,0,7.925,2.0,2.0700223197633445
0,2,1.0,31.0,1,1,37.0042,0.0,3.6110314197155664
0,3,1.0,43.0,0,0,6.45,2.0,1.864080130807681
0,3,1.0,10.0,3,2,27.9,2.0,3.32862668882732
1,1,0.0,52.0,1,1,93.5,2.0,4.537961436294641
1,3,1.0,27.0,0,0,8.6625,2.0,2.1590033645160216
1,3,0.0,27.0,0,1,12.475,2.0,2.5237266416375825
0,3,1.0,2.0,4,1,39.6875,2.0,3.6810362766529106
1,2,1.0,1.0,0,2,37.0042,0.0,3.6110314197155664
1,3,0.0,15.0,1,0,14.4542,0.0,2.6709850297651974
1,2,1.0,0.83,1,1,18.75,2.0,2.9311937524164198
0,3,1.0,23.0,0,0,7.8542,2.0,2.061048420562944
0,3,1.0,18.0,0,0,8.3,2.0,2.1162555148025524
1,1,0.0,39.0,1,1,83.1583,0.0,4.4207460202604185
0,3,1.0,21.0,0,0,8.6625,2.0,2.1590033645160216
1,3,1.0,32.0,0,0,56.4958,2.0,4.034166299106131
0,3,1.0,20.0,0,0,7.925,2.0,2.0700223197633445
0,2,1.0,16.0,0,0,10.5,2.0,2.3513752571634776
1,1,0.0,30.0,0,0,31.0,0.0,3.4339872044851463
0,3,1.0,34.5,0,0,6.4375,0.0,1.8621402659898545
0,3,1.0,17.0,0,0,8.6625,2.0,2.1590033645160216
0,3,1.0,42.0,0,0,7.55,2.0,2.0215475632609334
0,3,1.0,35.0,0,0,7.8958,0.0,2.0663309725297405
0,2,1.0,28.0,0,1,33.0,2.0,3.4965075614664802
0,3,1.0,4.0,4,2,31.275,2.0,3.442819056352975
0,3,1.0,74.0,0,0,7.775,2.0,2.0509134580652977
0,3,0.0,9.0,1,1,15.2458,0.0,2.7243040552851014
1,1,0.0,16.0,0,1,39.4,2.0,3.673765816303888
0,2,0.0,44.0,1,0,26.0,2.0,3.258096538021482
1,3,0.0,18.0,0,1,9.35,2.0,2.2353763433005955
1,1,0.0,45.0,1,1,164.8667,2.0,5.1051372686027685
1,1,1.0,51.0,0,0,26.55,2.0,3.279029747687948
1,3,0.0,24.0,0,3,19.2583,0.0,2.957942136638392
0,3,1.0,41.0,2,0,14.1083,2.0,2.6467632766784814
0,2,1.0,21.0,1,0,11.5,2.0,2.4423470353692043
1,1,0.0,48.0,0,0,25.9292,2.0,3.255369746779992
0,2,1.0,24.0,0,0,13.0,2.0,2.5649493574615367
1,2,0.0,42.0,0,0,13.0,2.0,2.5649493574615367
1,2,0.0,27.0,1,0,13.8583,0.0,2.6288843311163475
0,1,1.0,31.0,0,0,50.4958,2.0,3.921890164505806
1,3,1.0,4.0,1,1,11.1333,2.0,2.409940617298087
0,3,1.0,26.0,0,0,7.8958,2.0,2.0663309725297405
1,1,0.0,47.0,1,1,52.5542,2.0,3.961845018011234
0,1,1.0,33.0,0,0,5.0,2.0,1.6094379124341003
0,3,1.0,47.0,0,0,9.0,2.0,2.1972245773362196
1,2,0.0,28.0,1,0,24.0,0.0,3.1780538303479458
1,3,0.0,15.0,0,0,7.225,0.0,1.9775472339984959
0,3,1.0,20.0,0,0,9.8458,2.0,2.287044968312313
0,3,1.0,19.0,0,0,7.8958,2.0,2.0663309725297405
1,1,0.0,56.0,0,1,83.1583,0.0,4.4207460202604185
1,2,0.0,25.0,0,1,26.0,2.0,3.258096538021482
0,3,1.0,33.0,0,0,7.8958,2.0,2.0663309725297405
0,3,0.0,22.0,0,0,10.5167,2.0,2.352964469886197
0,2,1.0,28.0,0,0,10.5,2.0,2.3513752571634776
0,3,1.0,25.0,0,0,7.05,2.0,1.9530276168241774
0,3,0.0,39.0,0,5,29.125,1.0,3.371596911885865
0,2,1.0,27.0,0,0,13.0,2.0,2.5649493574615367
1,1,0.0,19.0,0,0,30.0,2.0,3.4011973816621555
1,1,1.0,26.0,0,0,30.0,0.0,3.4011973816621555
0,3,1.0,32.0,0,0,7.75,1.0,2.0476928433652555
